Border,Date,Measure,Value,Average
US-Mexico Border,12/01/2005 12:00:00 AM,Train Passengers,1682,1402
US-Mexico Border,12/01/2005 12:00:00 AM,Trains,685,773
US-Mexico Border,11/01/2005 12:00:00 AM,Personal Vehicle Passengers,14147587,14865802
US-Mexico Border,11/01/2005 12:00:00 AM,Personal Vehicles,7270159,7276408
US-Canada Border,11/01/2005 12:00:00 AM,Personal Vehicle Passengers,4343573,5312259
US-Mexico Border,11/01/2005 12:00:00 AM,Pedestrians,3659075,3664129
US-Canada Border,11/01/2005 12:00:00 AM,Personal Vehicles,2214826,2466190
US-Canada Border,11/01/2005 12:00:00 AM,Trucks,570439,568735
US-Canada Border,11/01/2005 12:00:00 AM,Truck Containers Full,495888,487166
US-Mexico Border,11/01/2005 12:00:00 AM,Trucks,409006,384219
US-Mexico Border,11/01/2005 12:00:00 AM,Truck Containers Full,266137,242955
US-Canada Border,11/01/2005 12:00:00 AM,Bus Passengers,263160,325708
US-Mexico Border,11/01/2005 12:00:00 AM,Bus Passengers,206028,257871
US-Mexico Border,11/01/2005 12:00:00 AM,Truck Containers Empty,128423,131314
US-Canada Border,11/01/2005 12:00:00 AM,Rail Containers Full,123395,119248
US-Canada Border,11/01/2005 12:00:00 AM,Truck Containers Empty,81126,79826
US-Canada Border,11/01/2005 12:00:00 AM,Rail Containers Empty,41728,39688
US-Mexico Border,11/01/2005 12:00:00 AM,Rail Containers Empty,35137,30972
US-Mexico Border,11/01/2005 12:00:00 AM,Rail Containers Full,29319,27682
US-Canada Border,11/01/2005 12:00:00 AM,Pedestrians,28277,56045
US-Mexico Border,11/01/2005 12:00:00 AM,Buses,20468,21124
US-Canada Border,11/01/2005 12:00:00 AM,Train Passengers,13409,20582
US-Canada Border,11/01/2005 12:00:00 AM,Buses,10000,13418
US-Canada Border,11/01/2005 12:00:00 AM,Trains,2904,2683
US-Mexico Border,11/01/2005 12:00:00 AM,Train Passengers,1657,1377
US-Mexico Border,11/01/2005 12:00:00 AM,Trains,878,763
US-Mexico Border,10/01/2005 12:00:00 AM,Personal Vehicle Passengers,13987370,14963406
US-Mexico Border,10/01/2005 12:00:00 AM,Personal Vehicles,7478474,7253957
US-Canada Border,10/01/2005 12:00:00 AM,Personal Vehicle Passengers,5081629,5337884
US-Mexico Border,10/01/2005 12:00:00 AM,Pedestrians,3357998,3698144
US-Canada Border,10/01/2005 12:00:00 AM,Personal Vehicles,2506489,2461712
US-Canada Border,10/01/2005 12:00:00 AM,Trucks,582490,567206
US-Canada Border,10/01/2005 12:00:00 AM,Truck Containers Full,520247,483490
US-Mexico Border,10/01/2005 12:00:00 AM,Trucks,398533,382629
US-Canada Border,10/01/2005 12:00:00 AM,Bus Passengers,344330,323639
US-Mexico Border,10/01/2005 12:00:00 AM,Truck Containers Full,264197,240595
US-Mexico Border,10/01/2005 12:00:00 AM,Bus Passengers,217144,262397
US-Mexico Border,10/01/2005 12:00:00 AM,Truck Containers Empty,136333,130757
US-Canada Border,10/01/2005 12:00:00 AM,Rail Containers Full,127130,118373
US-Canada Border,10/01/2005 12:00:00 AM,Truck Containers Empty,82416,79539
US-Canada Border,10/01/2005 12:00:00 AM,Pedestrians,61257,55466
US-Canada Border,10/01/2005 12:00:00 AM,Rail Containers Empty,40457,39602
US-Mexico Border,10/01/2005 12:00:00 AM,Rail Containers Empty,33406,30701
US-Mexico Border,10/01/2005 12:00:00 AM,Rail Containers Full,31925,27211
US-Mexico Border,10/01/2005 12:00:00 AM,Buses,21630,21068
US-Canada Border,10/01/2005 12:00:00 AM,Train Passengers,15395,21158
US-Canada Border,10/01/2005 12:00:00 AM,Buses,12533,13516
US-Canada Border,10/01/2005 12:00:00 AM,Trains,3054,2642
US-Mexico Border,10/01/2005 12:00:00 AM,Train Passengers,1666,1345
US-Mexico Border,10/01/2005 12:00:00 AM,Trains,861,752
